"annee","etablissement","academie","domaine","discipline","situation","nombre_de_reponses","taux_de_reponse","poids_de_la_discipline","taux_dinsertion","emplois_cadre_ou_professions_intermediaires","emplois_stables","emplois_a_temps_plein","salaire_net_median_des_emplois_a_temps_plein","salaire_brut_annuel_estime","de_diplomes_boursiers","taux_de_chomage_regional","salaire_net_mensuel_median_regional","emplois_cadre","emplois_exterieurs_a_la_region_de_luniversite","femmes","salaire_net_mensuel_regional_1er_quartile","salaire_net_mensuel_regional_3eme_quartile"
2010,"Nantes","Nantes","Droit, économie et gestion","Droit","30 mois après le diplôme",73,82,10,"92","83","78","100","1900","29600",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences humaines et sociales","Information communication","30 mois après le diplôme",78,83,10,"78","64","44","85","1330","20700",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",200,73,28,"86","95","72","97","1900","29600",31,"9","1680","","","","",""
2010,"Orléans","Orléans-Tours","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",204,68,65,"94","98","83","98","2100","32800",30,"9.7","1740","","","","",""
2010,"Orléans","Orléans-Tours","Droit, économie et gestion","Gestion","30 mois après le diplôme",112,64,36,"96","97","84","99","2100","32800",30,"9.7","1740","","","","",""
2011,"Rennes 2 - Haute Bretagne","Rennes","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",105,81,20,"97","98","85","91","1780","27800",49,"8.5","1650","67","65","70","",""
2011,"Rouen","Rouen","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",117,76,22,"90","73","82","93","1820","28300",29,"10.9","1770","36","40","67","",""
2011,"Rouen","Rouen","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",48,79,9,"81","90","31","95","1770","27600",29,"10.9","1770","59","44","52","",""
2011,"Rouen","Rouen","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",108,72,22,"98","75","75","88","1650","25700",29,"10.9","1770","70","25","89","",""
2011,"Rouen","Rouen","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",64,74,12,"98","92","94","92","1800","28100",29,"10.9","1770","92","37","60","",""
2011,"Saint-Etienne - Jean Monnet","Lyon","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",62,66,21,"95","97","85","95","1880","29300",31,"8.5","1730","42","29","60","",""
2011,"Saint-Etienne - Jean Monnet","Lyon","Masters enseignement","Masters enseignement","30 mois après le diplôme",68,72,20,"100","100","88","95","1880","29400",31,"8.5","1730","88","66","55","",""
2011,"Strasbourg","Strasbourg","Sciences humaines et sociales","Information communication","30 mois après le diplôme",41,86,4,"93","94","32","74","","",25,"8.9","1760","88","86","61","",""
2011,"Strasbourg","Strasbourg","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",160,80,15,"95","86","68","82","1650","25700",25,"8.9","1760","70","18","90","",""
2011,"Strasbourg","Strasbourg","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",77,82,7,"97","95","99","100","1800","28100",25,"8.9","1760","88","59","67","",""
2011,"Toulouse 1 - Capitole","Toulouse","Sciences, technologies et santé","Informatique","30 mois après le diplôme",42,79,7,"98","100","100","100","2170","33900",31,"9.9","1720","100","30","43","",""
2011,"Toulouse - Jean Jaures","Toulouse","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",100,65,20,"82","79","60","75","1500","23400",40,"9.9","1720","50","63","81","",""
2011,"Toulouse - Jean Jaures","Toulouse","Masters enseignement","Masters enseignement","30 mois après le diplôme",186,64,38,"95","89","86","93","1700","26500",40,"9.9","1720","78","45","83","",""
2011,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",45,68,8,"91","100","95","100","2050","32000",36,"9.9","1720","91","48","57","",""
2011,"Tours - François Rabelais","Orléans-Tours","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",48,77,9,"98","93","53","53","","",33,"9.2","1760","84","60","90","",""
2011,"Tours - François Rabelais","Orléans-Tours","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",50,73,11,"90","90","64","91","1640","25600",33,"9.2","1760","64","64","58","",""
2011,"Versailles Saint-Quentin-en-Yvelines","Versailles","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",44,77,9,"91","83","30","97","","",12,"8.6","1990","36","18","73","",""
2011,"Versailles Saint-Quentin-en-Yvelines","Versailles","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",47,60,13,"87","98","97","97","","",12,"8.6","1990","78","26","62","",""
2010,"Nice - Sophia-Antipolis","Nice","Droit, économie et gestion","Économie","30 mois après le diplôme",44,83,7,"91","85","83","100","","",29,"11.7","1750","","","","",""
2010,"Nice - Sophia-Antipolis","Nice","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",168,90,27,"94","95","79","97","2110","33000",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",33,76,3,"79","","","","","",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",40,77,3,"80","75","65","90","","",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Sciences humaines et sociales","Information communication","30 mois après le diplôme",66,76,4,"89","78","64","90","1750","27300",29,"11.7","1750","","","","",""
2010,"Caen - Basse-Normandie","Caen","Droit, économie et gestion","Économie","30 mois après le diplôme",34,71,7,"97","88","91","97","","",26,"9.7","1680","","","","",""
2010,"Caen - Basse-Normandie","Caen","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",68,70,15,"96","95","94","100","2360","36800",26,"9.7","1680","","","","",""
2010,"Caen - Basse-Normandie","Caen","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",75,76,16,"91","89","51","78","1500","23400",26,"9.7","1680","","","","",""
2010,"Dijon - Bourgogne","Dijon","Droit, économie et gestion","Gestion","30 mois après le diplôme",112,72,21,"91","79","82","96","1990","31100",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",38,81,7,"97","75","57","92","1600","25000",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",228,85,38,"92","87","72","95","1750","27300",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",123,90,20,"89","84","62","93","1630","25500",33,"9.7","1710","","","","",""
2010,"Besançon - Franche-Comté","Besançon","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",172,75,47,"94","92","78","97","1950","30400",38,"9.9","1730","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",45,85,11,"78","91","40","89","","",33,"9","1670","","","","",""
2010,"Toulouse 1 - Capitole","Toulouse","Sciences, technologies et santé","Informatique","30 mois après le diplôme",40,65,10,"100","100","98","100","2100","32800",30,"10.4","1730","","","","",""
2010,"Toulouse - Jean Jaures","Toulouse","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",90,56,34,"79","85","66","84","1560","24300",38,"10.4","1730","","","","",""
2010,"Toulouse - Jean Jaures","Toulouse","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",160,67,50,"87","91","50","68","1630","25400",38,"10.4","1730","","","","",""
2010,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences, technologies et santé","Informatique","30 mois après le diplôme",109,84,18,"97","100","95","100","2060","32100",33,"10.4","1730","","","","",""
2010,"Bordeaux 1 - Sciences technologies","Bordeaux","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",316,80,93,"93","98","87","99","2000","31200",31,"10.2","1680","","","","",""
2010,"Bordeaux 1 - Sciences technologies","Bordeaux","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",129,77,39,"94","99","97","100","2030","31700",31,"10.2","1680","","","","",""
2010,"Bordeaux - Montaigne","Bordeaux","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",63,85,23,"84","73","38","83","1490","23300",32,"10.2","1680","","","","",""
2010,"Bordeaux 4 - Montesquieu","Bordeaux","Droit, économie et gestion","Économie","30 mois après le diplôme",47,59,17,"85","92","80","100","2060","32100",26,"10.2","1680","","","","",""
2010,"Rennes 1","Rennes","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",110,76,16,"85","90","57","96","1710","26600",29,"9","1670","","","","",""
2010,"Rennes 1","Rennes","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",68,78,10,"91","98","89","98","2060","32100",29,"9","1670","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",95,92,24,"91","93","52","60","1590","24800",36,"9","1670","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Droit, économie et gestion","Gestion","30 mois après le diplôme",61,63,18,"92","96","80","100","2010","31300",29,"9.7","1740","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",46,68,12,"78","88","64","94","1700","26500",29,"9.7","1740","","","","",""
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",82,85,18,"86","86","54","97","1790","27900",39,"9.2","1750","","","","",""
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",316,78,77,"91","94","82","96","2070","32300",39,"9.2","1750","","","","",""
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",100,82,25,"94","100","89","100","2170","33800",39,"9.2","1750","","","","",""
2010,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Gestion","30 mois après le diplôme",292,72,53,"96","95","87","99","2230","34800",28,"9.2","1750","","","","",""
2010,"Grenoble 2 - Pierre Mendès France","Grenoble","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",97,85,15,"88","83","51","86","1600","25000",28,"9.2","1750","","","","",""
2010,"Grenoble 3 - Stendhal","Grenoble","Sciences humaines et sociales","Information communication","30 mois après le diplôme",57,97,45,"95","81","67","90","1730","26900",44,"9.2","1750","","","","",""
2010,"Nantes","Nantes","Droit, économie et gestion","Gestion","30 mois après le diplôme",161,71,22,"89","87","81","99","2180","34000",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",209,85,25,"77","78","50","84","1420","22200",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",33,78,4,"73","","","","","",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",48,88,5,"81","91","59","68","","",31,"9","1680","","","","",""
2012,"Le Mans - Maine","Nantes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",49,85,34,"92","67","82","96","1740","27100",30,"9","1710","31","48","62","1400","2010"
2012,"Le Mans - Maine","Nantes","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",32,82,23,"88","","","","","",30,"9","1710","","","65","1400","2010"
2012,"Lille 1 - Sciences technologies","Lille","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",54,92,6,"81","93","82","100","2100","32800",27,"13","1780","84","63","42","1450","2080"
2012,"Lille 1 - Sciences technologies","Lille","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",86,92,10,"90","95","81","96","2000","31200",27,"13","1780","63","57","31","1450","2080"
2012,"Lille 3 - Charles-de-Gaulle","Lille","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",42,84,9,"86","74","53","86","","",39,"13","1780","32","22","61","1450","2080"
2012,"Limoges","Limoges","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",102,72,51,"92","77","80","98","1730","27000",30,"9.3","1720","38","59","58","1390","1980"
2012,"Limoges","Limoges","Droit, économie et gestion","Gestion","30 mois après le diplôme",64,74,32,"95","72","82","97","1740","27200",30,"9.3","1720","39","55","59","1390","1980"
2012,"Lorraine","Nancy-Metz","Droit, économie et gestion","Droit","30 mois après le diplôme",65,71,6,"85","78","75","96","1760","27500",30,"10.7","1760","45","43","64","1400","2050"
2012,"Lorraine","Nancy-Metz","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",52,81,5,"88","70","57","89","1700","26500",30,"10.7","1760","45","50","57","1400","2050"
2012,"Lorraine","Nancy-Metz","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",72,77,6,"92","94","65","98","1900","29600",30,"10.7","1760","74","75","60","1400","2050"
2012,"Lyon 1 - Claude Bernard","Lyon","Sciences, technologies et santé","Informatique","30 mois après le diplôme",56,87,13,"95","96","92","100","2050","32000",28,"8.9","1780","86","32","8","1430","2130"
2012,"Lyon 2 - Lumière","Lyon","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",71,63,13,"80","77","63","91","1630","25400",29,"8.9","1780","56","41","73","1430","2130"
